"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","tag","transcript_id","transcript_type","transcript_name","exon_number","exon_id","hgnc_id","havana_gene","transcript_support_level","ont","havana_transcript","protein_id","ccdsid","artif_dupl","is_tf"
"chr14",60509146,60512850,3705,"+","HAVANA","gene",NA,NA,"ENSG00000184302.7","protein_coding","SIX6","2",NA,NA,NA,NA,NA,NA,"HGNC:10892","OTTHUMG00000152339.3",NA,NA,NA,NA,NA,NA,TRUE
"chr14",60643421,60658259,14839,"-","HAVANA","gene",NA,NA,"ENSG00000126778.12","protein_coding","SIX1","1",NA,NA,NA,NA,NA,NA,"HGNC:10887","OTTHUMG00000140334.9",NA,NA,NA,NA,NA,NA,TRUE
"chr14",94768223,94770113,1891,"-","HAVANA","gene",NA,NA,"ENSG00000133937.5","protein_coding","GSC","2",NA,NA,NA,NA,NA,NA,"HGNC:4612","OTTHUMG00000170864.3",NA,NA,NA,NA,NA,NA,TRUE
"chr15",36889204,37101299,212096,"-","HAVANA","gene",NA,NA,"ENSG00000134138.22","protein_coding","MEIS2","1","ncRNA_host",NA,NA,NA,NA,NA,"HGNC:7001","OTTHUMG00000129781.7",NA,NA,NA,NA,NA,NA,TRUE
"chr15",52755053,52791078,36026,"-","HAVANA","gene",NA,NA,"ENSG00000169856.9","protein_coding","ONECUT1","1",NA,NA,NA,NA,NA,NA,"HGNC:8138","OTTHUMG00000131899.7",NA,NA,NA,NA,NA,NA,TRUE
"chr15",67819704,67834582,14879,"+","HAVANA","gene",NA,NA,"ENSG00000188779.12","protein_coding","SKOR1","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:21326","OTTHUMG00000170878.3",NA,NA,NA,NA,NA,NA,TRUE
"chr15",96325938,96340263,14326,"+","HAVANA","gene",NA,NA,"ENSG00000185551.15","protein_coding","NR2F2","2","ncRNA_host",NA,NA,NA,NA,NA,"HGNC:7976","OTTHUMG00000149848.7",NA,NA,NA,NA,NA,NA,TRUE
"chr16",54930865,54934485,3621,"+","HAVANA","gene",NA,NA,"ENSG00000176842.16","protein_coding","IRX5","1",NA,NA,NA,NA,NA,NA,"HGNC:14361","OTTHUMG00000133201.3",NA,NA,NA,NA,NA,NA,TRUE
"chr16",86510527,86515422,4896,"+","HAVANA","gene",NA,NA,"ENSG00000103241.7","protein_coding","FOXF1","1",NA,NA,NA,NA,NA,NA,"HGNC:3809","OTTHUMG00000137651.5",NA,NA,NA,NA,NA,NA,TRUE
"chr16",86566829,86569728,2900,"+","HAVANA","gene",NA,NA,"ENSG00000176692.8","protein_coding","FOXC2","2",NA,NA,NA,NA,NA,NA,"HGNC:3801","OTTHUMG00000137652.3",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48548870,48604912,56043,"-","HAVANA","gene",NA,NA,"ENSG00000120093.12","protein_coding","HOXB3","1","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5114","OTTHUMG00000159922.4",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48575507,48578350,2844,"-","HAVANA","gene",NA,NA,"ENSG00000182742.6","protein_coding","HOXB4","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5115","OTTHUMG00000159920.3",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48591257,48593779,2523,"-","HAVANA","gene",NA,NA,"ENSG00000120075.6","protein_coding","HOXB5","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5116","OTTHUMG00000159913.2",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48607232,48633572,26341,"-","HAVANA","gene",NA,NA,"ENSG00000260027.5","protein_coding","HOXB7","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5118","OTTHUMG00000170231.5",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48611377,48615292,3916,"-","HAVANA","gene",NA,NA,"ENSG00000120068.7","protein_coding","HOXB8","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5119","OTTHUMG00000159904.4",NA,NA,NA,NA,NA,NA,TRUE
"chr17",48621156,48626358,5203,"-","HAVANA","gene",NA,NA,"ENSG00000170689.10","protein_coding","HOXB9","1","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:5120","OTTHUMG00000159907.4",NA,NA,NA,NA,NA,NA,TRUE
"chr18",3411608,3459978,48371,"+","HAVANA","gene",NA,NA,"ENSG00000177426.22","protein_coding","TGIF1","1","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:11776","OTTHUMG00000131511.11",NA,NA,NA,NA,NA,NA,TRUE
"chr18",22169589,22202528,32940,"+","HAVANA","gene",NA,NA,"ENSG00000141448.11","protein_coding","GATA6","2",NA,NA,NA,NA,NA,NA,"HGNC:4174","OTTHUMG00000131767.4",NA,NA,NA,NA,NA,NA,TRUE
"chr20",21395365,21397526,2162,"-","HAVANA","gene",NA,NA,"ENSG00000125816.5","protein_coding","NKX2-4","2",NA,NA,NA,NA,NA,NA,"HGNC:7837","OTTHUMG00000032022.4",NA,NA,NA,NA,NA,NA,TRUE
"chr21",33025935,33029196,3262,"+","HAVANA","gene",NA,NA,"ENSG00000205927.5","protein_coding","OLIG2","2",NA,NA,NA,NA,NA,NA,"HGNC:9398","OTTHUMG00000065032.6",NA,NA,NA,NA,NA,NA,TRUE
"chr21",33070141,33072413,2273,"+","HAVANA","gene",NA,NA,"ENSG00000184221.13","protein_coding","OLIG1","2",NA,NA,NA,NA,NA,NA,"HGNC:16983","OTTHUMG00000065064.3",NA,NA,NA,NA,NA,NA,TRUE
"chr21",34787801,36004667,1216867,"-","HAVANA","gene",NA,NA,"ENSG00000159216.20","protein_coding","RUNX1","1","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:10471","OTTHUMG00000086299.10",NA,NA,NA,NA,NA,NA,TRUE
"chrX",25003694,25016420,12727,"-","HAVANA","gene",NA,NA,"ENSG00000004848.8","protein_coding","ARX","2",NA,NA,NA,NA,NA,NA,"HGNC:18060","OTTHUMG00000021275.5",NA,NA,NA,NA,NA,NA,TRUE
"chrX",137566127,137577691,11565,"+","HAVANA","gene",NA,NA,"ENSG00000156925.12","protein_coding","ZIC3","2","overlapping_locus",NA,NA,NA,NA,NA,"HGNC:12874","OTTHUMG00000022525.2",NA,NA,NA,NA,NA,NA,TRUE
"chrX",140502985,140505069,2085,"-","HAVANA","gene",NA,NA,"ENSG00000134595.9","protein_coding","SOX3","2","retrogene",NA,NA,NA,NA,NA,"HGNC:11199","OTTHUMG00000022544.2",NA,NA,NA,NA,NA,NA,TRUE
