"chrom","ss_start","ss_end","width","strand_structure","prom_seqnames","strand_promoter","prom_start","prom_end","anchor_seqnames","anchor_start","anchor_end","transcript_id","gene_name"
"chr4",110623299,110623315,16,"*","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",112509401,112509421,20,"*","chr4","-",112508792,112511791,"chr4",112500000,112510000,"ENST00000720239.1","ENSG00000293961"
"chr4",112509729,112509741,12,"*","chr4","-",112508792,112511791,"chr4",112500000,112510000,"ENST00000720239.1","ENSG00000293961"
"chr4",146637978,146638018,40,"*","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146638050,146638070,20,"*","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146638238,146638256,18,"*","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146638792,146638810,18,"*","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146639608,146639626,18,"*","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",173523039,173523058,19,"*","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173523303,173523317,14,"*","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173523692,173523711,19,"*","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173523978,173524026,48,"*","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173523039,173523058,19,"*","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173523303,173523317,14,"*","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173523692,173523711,19,"*","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173523978,173524026,48,"*","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173523039,173523058,19,"*","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173523303,173523317,14,"*","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173523692,173523711,19,"*","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173523978,173524026,48,"*","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173529309,173529343,34,"*","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr4",173529405,173529425,20,"*","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr4",173529543,173529557,14,"*","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr5",1881919,1881930,11,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882124,1882145,21,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882146,1882154,8,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882210,1882226,16,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882466,1882480,14,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882968,1882984,16,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1883399,1883423,24,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1883619,1883638,19,"*","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1881919,1881930,11,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882124,1882145,21,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882146,1882154,8,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882210,1882226,16,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882466,1882480,14,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882968,1882984,16,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1883399,1883423,24,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1883619,1883638,19,"*","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1881919,1881930,11,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882124,1882145,21,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882146,1882154,8,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882210,1882226,16,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882466,1882480,14,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882968,1882984,16,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1883399,1883423,24,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1883619,1883638,19,"*","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1885480,1885498,18,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886377,1886398,21,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886721,1886738,17,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886877,1886889,12,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886973,1886985,12,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887112,1887135,23,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887189,1887203,14,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887248,1887265,17,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887293,1887311,18,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887333,1887360,27,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887463,1887479,16,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1888098,1888116,18,"*","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",2750566,2750587,21,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2750566,2750587,21,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2750566,2750587,21,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2750566,2750587,21,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2750566,2750587,21,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2750566,2750587,21,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2750921,2750949,28,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751145,2751160,15,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751457,2751473,16,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751622,2751636,14,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751972,2751990,18,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2752296,2752314,18,"*","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2755234,2755257,23,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2755992,2756008,16,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2756084,2756102,18,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2756506,2756524,18,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2756821,2756845,24,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2756862,2756888,26,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2757329,2757345,16,"*","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",3594802,3594814,12,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595021,3595037,16,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595652,3595676,24,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595705,3595720,15,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595966,3595988,22,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596308,3596330,22,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596670,3596684,14,"*","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",42992092,42992107,15,"*","chr5","+",42991789,42994788,"chr5",42980000,43040000,"ENST00000772838.1","ENSG00000286656"
"chr5",43018017,43018034,17,"*","chr5","+",43016429,43019428,"chr5",42980000,43040000,"ENST00000662658.1","ENSG00000251131"
"chr5",43018017,43018034,17,"*","chr5","+",43016446,43019445,"chr5",42980000,43040000,"ENST00000666188.1","ENSG00000251131"
"chr5",43018017,43018034,17,"*","chr5","+",43017270,43020269,"chr5",42980000,43040000,"ENST00000772431.1","ENSG00000251131"
"chr5",43018017,43018034,17,"*","chr5","+",43017720,43020719,"chr5",42980000,43040000,"ENST00000772437.1","ENSG00000251131"
"chr5",43018017,43018034,17,"*","chr5","+",43017980,43020979,"chr5",42980000,43040000,"ENST00000772432.1","ENSG00000251131"
"chr5",50968557,50968592,35,"*","chr5","+",50967338,50970337,"chr5",50960000,50970000,"ENST00000508923.3","ENSG00000248918"
"chr5",50969350,50969367,17,"*","chr5","+",50967338,50970337,"chr5",50960000,50970000,"ENST00000508923.3","ENSG00000248918"
"chr5",50969848,50969871,23,"*","chr5","+",50967338,50970337,"chr5",50960000,50970000,"ENST00000508923.3","ENSG00000248918"
"chr5",51383001,51383022,21,"*","chr5","+",51381448,51384447,"chr5",51380000,51390000,"ENST00000230658.12","ISL1"
"chr5",51383306,51383326,20,"*","chr5","+",51381448,51384447,"chr5",51380000,51390000,"ENST00000230658.12","ISL1"
"chr5",51383349,51383369,20,"*","chr5","+",51381448,51384447,"chr5",51380000,51390000,"ENST00000230658.12","ISL1"
"chr5",51383001,51383022,21,"*","chr5","+",51381672,51384671,"chr5",51380000,51390000,"ENST00000511384.1","ISL1"
"chr5",51383306,51383326,20,"*","chr5","+",51381672,51384671,"chr5",51380000,51390000,"ENST00000511384.1","ISL1"
"chr5",51383349,51383369,20,"*","chr5","+",51381672,51384671,"chr5",51380000,51390000,"ENST00000511384.1","ISL1"
"chr5",55226465,55226476,11,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",55226767,55226785,18,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",55227119,55227139,20,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",55227253,55227267,14,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",55227388,55227412,24,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",55227896,55227912,16,"*","chr5","+",55224982,55227981,"chr5",55220000,55230000,"ENST00000812522.1","ENSG00000305704"
"chr5",73444595,73444609,14,"*","chr5","+",73444357,73447356,"chr5",73440000,73450000,"ENST00000514661.1","FOXD1-AS1"
"chr5",73444859,73444874,15,"*","chr5","+",73444357,73447356,"chr5",73440000,73450000,"ENST00000514661.1","FOXD1-AS1"
"chr5",73446792,73446808,16,"*","chr5","+",73444357,73447356,"chr5",73440000,73450000,"ENST00000514661.1","FOXD1-AS1"
"chr5",73446842,73446858,16,"*","chr5","+",73444357,73447356,"chr5",73440000,73450000,"ENST00000514661.1","FOXD1-AS1"
"chr5",73447279,73447298,19,"*","chr5","+",73444357,73447356,"chr5",73440000,73450000,"ENST00000514661.1","FOXD1-AS1"
"chr5",123088813,123088829,16,"*","chr5","+",123087241,123090240,"chr5",123080000,123090000,"ENST00000407847.5","PRDM6"
"chr5",123089124,123089194,70,"*","chr5","+",123087241,123090240,"chr5",123080000,123090000,"ENST00000407847.5","PRDM6"
"chr5",123089434,123089478,44,"*","chr5","+",123087241,123090240,"chr5",123080000,123090000,"ENST00000407847.5","PRDM6"
"chr5",123089480,123089500,20,"*","chr5","+",123087241,123090240,"chr5",123080000,123090000,"ENST00000407847.5","PRDM6"
"chr5",123089962,123089969,7,"*","chr5","+",123087241,123090240,"chr5",123080000,123090000,"ENST00000407847.5","PRDM6"
"chr5",171310023,171310041,18,"*","chr5","+",171307248,171310247,"chr5",171310000,171320000,"ENST00000296921.6","TLX3"
"chr5",171310230,171310247,17,"*","chr5","+",171307248,171310247,"chr5",171310000,171320000,"ENST00000296921.6","TLX3"
"chr5",174720873,174720892,19,"*","chr5","+",174719196,174722195,"chr5",174720000,174730000,"ENST00000821092.1","ENSG00000306781"
"chr5",174721367,174721389,22,"*","chr5","+",174719196,174722195,"chr5",174720000,174730000,"ENST00000821092.1","ENSG00000306781"
"chr5",174720873,174720892,19,"*","chr5","+",174719238,174722237,"chr5",174720000,174730000,"ENST00000821093.1","ENSG00000306781"
"chr5",174721367,174721389,22,"*","chr5","+",174719238,174722237,"chr5",174720000,174730000,"ENST00000821093.1","ENSG00000306781"
"chr5",174724516,174724531,15,"*","chr5","+",174722582,174725581,"chr5",174720000,174730000,"ENST00000239243.7","MSX2"
"chr5",174725038,174725057,19,"*","chr5","+",174722582,174725581,"chr5",174720000,174730000,"ENST00000239243.7","MSX2"
"chr5",174725128,174725147,19,"*","chr5","+",174722582,174725581,"chr5",174720000,174730000,"ENST00000239243.7","MSX2"
"chr5",174724516,174724531,15,"*","chr5","+",174722602,174725601,"chr5",174720000,174730000,"ENST00000507785.2","MSX2"
"chr5",174725038,174725057,19,"*","chr5","+",174722602,174725601,"chr5",174720000,174730000,"ENST00000507785.2","MSX2"
"chr5",174725128,174725147,19,"*","chr5","+",174722602,174725601,"chr5",174720000,174730000,"ENST00000507785.2","MSX2"
"chr5",1881919,1881930,11,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1882124,1882145,21,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1882146,1882154,8,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1882210,1882226,16,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1882466,1882480,14,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1882968,1882984,16,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1883399,1883423,24,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1883619,1883638,19,"*","chr5","-",1881926,1884925,"chr5",1880000,1890000,"ENST00000231357.7","IRX4"
"chr5",1886377,1886398,21,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1886721,1886738,17,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1886877,1886889,12,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1886973,1886985,12,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887112,1887135,23,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887189,1887203,14,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887248,1887265,17,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887293,1887311,18,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887333,1887360,27,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1887463,1887479,16,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1888098,1888116,18,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1888390,1888404,14,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1888932,1888947,15,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000513692.5","IRX4"
"chr5",1886377,1886398,21,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1886721,1886738,17,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1886877,1886889,12,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1886973,1886985,12,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887112,1887135,23,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887189,1887203,14,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887248,1887265,17,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887293,1887311,18,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887333,1887360,27,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1887463,1887479,16,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1888098,1888116,18,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1888390,1888404,14,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1888932,1888947,15,"*","chr5","-",1886237,1889236,"chr5",1880000,1890000,"ENST00000717758.1","IRX4"
"chr5",1886377,1886398,21,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1886721,1886738,17,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1886877,1886889,12,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1886973,1886985,12,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887112,1887135,23,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887189,1887203,14,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887248,1887265,17,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887293,1887311,18,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887333,1887360,27,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1887463,1887479,16,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1888098,1888116,18,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1888390,1888404,14,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1888932,1888947,15,"*","chr5","-",1886180,1889179,"chr5",1880000,1890000,"ENST00000511126.2","IRX4"
"chr5",1886377,1886398,21,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1886721,1886738,17,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1886877,1886889,12,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1886973,1886985,12,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887112,1887135,23,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887189,1887203,14,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887248,1887265,17,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887293,1887311,18,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887333,1887360,27,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1887463,1887479,16,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
"chr5",1888098,1888116,18,"*","chr5","-",1886219,1889218,"chr5",1880000,1890000,"ENST00000505790.5","IRX4"
