"chrom","ss_start","ss_end","width","strand_structure","prom_seqnames","strand_promoter","prom_start","prom_end","anchor_seqnames","anchor_start","anchor_end","transcript_id","gene_name"
"chr4",146638548,146638582,34,"+","chr4","+",146636893,146639892,"chr4",146630000,146640000,"ENST00000281321.3","POU4F2"
"chr4",146638635,146638679,44,"+","chr4","+",146636893,146639892,"chr4",146630000,146640000,"ENST00000281321.3","POU4F2"
"chr4",146638812,146638860,48,"+","chr4","+",146636893,146639892,"chr4",146630000,146640000,"ENST00000281321.3","POU4F2"
"chr4",173522511,173522554,43,"+","chr4","+",173520475,173523474,"chr4",173520000,173530000,"ENST00000786457.1","ENSG00000302411"
"chr4",173527643,173527680,37,"+","chr4","+",173526699,173529698,"chr4",173520000,173530000,"ENST00000647106.1","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173526699,173529698,"chr4",173520000,173530000,"ENST00000647106.1","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528353,173531352,"chr4",173520000,173530000,"ENST00000502896.6","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528353,173531352,"chr4",173520000,173530000,"ENST00000502896.6","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528414,173531413,"chr4",173520000,173530000,"ENST00000645869.3","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528414,173531413,"chr4",173520000,173530000,"ENST00000645869.3","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528451,173531450,"chr4",173520000,173530000,"ENST00000502334.7","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528451,173531450,"chr4",173520000,173530000,"ENST00000502334.7","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528459,173531458,"chr4",173520000,173530000,"ENST00000616485.4","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528459,173531458,"chr4",173520000,173530000,"ENST00000616485.4","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528460,173531459,"chr4",173520000,173530000,"ENST00000515376.5","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528460,173531459,"chr4",173520000,173530000,"ENST00000515376.5","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528503,173531502,"chr4",173520000,173530000,"ENST00000785332.1","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528503,173531502,"chr4",173520000,173530000,"ENST00000785332.1","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528520,173531519,"chr4",173520000,173530000,"ENST00000643969.1","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528520,173531519,"chr4",173520000,173530000,"ENST00000643969.1","HAND2-AS1"
"chr4",173529091,173529140,49,"+","chr4","+",173528550,173531549,"chr4",173520000,173530000,"ENST00000785276.1","HAND2-AS1"
"chr4",173529776,173529813,37,"+","chr4","+",173528550,173531549,"chr4",173520000,173530000,"ENST00000785276.1","HAND2-AS1"
"chr4",41878444,41878490,46,"-","chr4","-",41877745,41880744,"chr4",41870000,41880000,"ENST00000716829.1","LINC00682"
"chr4",41878623,41878639,16,"-","chr4","-",41877745,41880744,"chr4",41870000,41880000,"ENST00000716829.1","LINC00682"
"chr4",41879157,41879182,25,"-","chr4","-",41877745,41880744,"chr4",41870000,41880000,"ENST00000716829.1","LINC00682"
"chr4",84482809,84482864,55,"-","chr4","-",84482019,84485018,"chr4",84480000,84500000,"ENST00000830347.1","ENSG00000307997"
"chr4",84483388,84483439,51,"-","chr4","-",84482019,84485018,"chr4",84480000,84500000,"ENST00000830347.1","ENSG00000307997"
"chr4",84484032,84484078,46,"-","chr4","-",84482019,84485018,"chr4",84480000,84500000,"ENST00000830347.1","ENSG00000307997"
"chr4",84482809,84482864,55,"-","chr4","-",84481997,84484996,"chr4",84480000,84500000,"ENST00000830348.1","ENSG00000307997"
"chr4",84483388,84483439,51,"-","chr4","-",84481997,84484996,"chr4",84480000,84500000,"ENST00000830348.1","ENSG00000307997"
"chr4",84484032,84484078,46,"-","chr4","-",84481997,84484996,"chr4",84480000,84500000,"ENST00000830348.1","ENSG00000307997"
"chr4",84482809,84482864,55,"-","chr4","-",84481971,84484970,"chr4",84480000,84500000,"ENST00000830351.1","ENSG00000307997"
"chr4",84483388,84483439,51,"-","chr4","-",84481971,84484970,"chr4",84480000,84500000,"ENST00000830351.1","ENSG00000307997"
"chr4",84484032,84484078,46,"-","chr4","-",84481971,84484970,"chr4",84480000,84500000,"ENST00000830351.1","ENSG00000307997"
"chr4",84498901,84498935,34,"-","chr4","-",84498293,84501292,"chr4",84480000,84500000,"ENST00000295886.5","NKX6-1"
"chr4",84499543,84499567,24,"-","chr4","-",84498293,84501292,"chr4",84480000,84500000,"ENST00000295886.5","NKX6-1"
"chr4",84496437,84496480,43,"-","chr4","-",84495951,84498950,"chr4",84480000,84500000,"ENST00000515820.6","NKX6-1"
"chr4",84496821,84496858,37,"-","chr4","-",84495951,84498950,"chr4",84480000,84500000,"ENST00000515820.6","NKX6-1"
"chr4",84497170,84497205,35,"-","chr4","-",84495951,84498950,"chr4",84480000,84500000,"ENST00000515820.6","NKX6-1"
"chr4",84498202,84498242,40,"-","chr4","-",84495951,84498950,"chr4",84480000,84500000,"ENST00000515820.6","NKX6-1"
"chr4",84498901,84498935,34,"-","chr4","-",84495951,84498950,"chr4",84480000,84500000,"ENST00000515820.6","NKX6-1"
"chr4",108168099,108168131,32,"-","chr4","-",108167957,108170956,"chr4",108160000,108170000,"ENST00000379951.6","LEF1"
"chr4",108168870,108168898,28,"-","chr4","-",108167957,108170956,"chr4",108160000,108170000,"ENST00000379951.6","LEF1"
"chr4",108168978,108169005,27,"-","chr4","-",108167957,108170956,"chr4",108160000,108170000,"ENST00000379951.6","LEF1"
"chr4",108169340,108169356,16,"-","chr4","-",108167957,108170956,"chr4",108160000,108170000,"ENST00000379951.6","LEF1"
"chr4",108168099,108168131,32,"-","chr4","-",108167933,108170932,"chr4",108160000,108170000,"ENST00000265165.6","LEF1"
"chr4",108168870,108168898,28,"-","chr4","-",108167933,108170932,"chr4",108160000,108170000,"ENST00000265165.6","LEF1"
"chr4",108168978,108169005,27,"-","chr4","-",108167933,108170932,"chr4",108160000,108170000,"ENST00000265165.6","LEF1"
"chr4",108169340,108169356,16,"-","chr4","-",108167933,108170932,"chr4",108160000,108170000,"ENST00000265165.6","LEF1"
"chr4",108166942,108166977,35,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108167025,108167057,32,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108167727,108167749,22,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108168099,108168131,32,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108168870,108168898,28,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108168978,108169005,27,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108169340,108169356,16,"-","chr4","-",108166799,108169798,"chr4",108160000,108170000,"ENST00000438313.6","LEF1"
"chr4",108166942,108166977,35,"-","chr4","-",108165722,108168721,"chr4",108160000,108170000,"ENST00000510624.5","LEF1"
"chr4",108167025,108167057,32,"-","chr4","-",108165722,108168721,"chr4",108160000,108170000,"ENST00000510624.5","LEF1"
"chr4",108167727,108167749,22,"-","chr4","-",108165722,108168721,"chr4",108160000,108170000,"ENST00000510624.5","LEF1"
"chr4",108168099,108168131,32,"-","chr4","-",108165722,108168721,"chr4",108160000,108170000,"ENST00000510624.5","LEF1"
"chr4",108166942,108166977,35,"-","chr4","-",108165302,108168301,"chr4",108160000,108170000,"ENST00000512172.1","LEF1"
"chr4",108167025,108167057,32,"-","chr4","-",108165302,108168301,"chr4",108160000,108170000,"ENST00000512172.1","LEF1"
"chr4",108167727,108167749,22,"-","chr4","-",108165302,108168301,"chr4",108160000,108170000,"ENST00000512172.1","LEF1"
"chr4",108168099,108168131,32,"-","chr4","-",108165302,108168301,"chr4",108160000,108170000,"ENST00000512172.1","LEF1"
"chr4",110622145,110622167,22,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110622500,110622535,35,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110622591,110622623,32,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110622772,110622808,36,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110622838,110622855,17,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110623150,110623184,34,"-","chr4","-",110622078,110625077,"chr4",110620000,110630000,"ENST00000644743.1","PITX2"
"chr4",110622145,110622167,22,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110622500,110622535,35,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110622591,110622623,32,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110622772,110622808,36,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110622838,110622855,17,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110623150,110623184,34,"-","chr4","-",110622126,110625125,"chr4",110620000,110630000,"ENST00000614423.5","PITX2"
"chr4",110622145,110622167,22,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",110622500,110622535,35,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",110622591,110622623,32,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",110622772,110622808,36,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",110622838,110622855,17,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",110623150,110623184,34,"-","chr4","-",110622052,110625051,"chr4",110620000,110630000,"ENST00000557119.2","PITX2"
"chr4",146638132,146638177,45,"-","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146639037,146639066,29,"-","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",146639952,146639983,31,"-","chr4","-",146637820,146640819,"chr4",146630000,146640000,"ENST00000815706.1","ENSG00000306157"
"chr4",173522809,173522835,26,"-","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173522871,173522904,33,"-","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173525139,173525157,18,"-","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173525192,173525229,37,"-","chr4","-",173522681,173525680,"chr4",173520000,173530000,"ENST00000785074.1","ENSG00000302225"
"chr4",173522809,173522835,26,"-","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173522871,173522904,33,"-","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173525139,173525157,18,"-","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173525192,173525229,37,"-","chr4","-",173522712,173525711,"chr4",173520000,173530000,"ENST00000785075.1","ENSG00000302225"
"chr4",173522809,173522835,26,"-","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173522871,173522904,33,"-","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173525139,173525157,18,"-","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173525192,173525229,37,"-","chr4","-",173522755,173525754,"chr4",173520000,173530000,"ENST00000785077.1","ENSG00000302225"
"chr4",173529293,173529358,65,"-","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr4",173529379,173529423,44,"-","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr4",173529449,173529486,37,"-","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr4",173529550,173529584,34,"-","chr4","-",173529230,173532229,"chr4",173520000,173530000,"ENST00000359562.4","HAND2"
"chr5",1881486,1881503,17,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1881627,1881652,25,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1881740,1881788,48,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882086,1882110,24,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882324,1882357,33,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882438,1882472,34,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882575,1882624,49,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1882656,1882702,46,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1883071,1883114,43,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1883908,1883944,36,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1884083,1884147,64,"+","chr5","+",1881309,1884308,"chr5",1880000,1890000,"ENST00000692531.2","IRX4-AS1"
"chr5",1881486,1881503,17,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1881627,1881652,25,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1881740,1881788,48,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882086,1882110,24,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882324,1882357,33,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882438,1882472,34,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882575,1882624,49,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882656,1882702,46,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1883071,1883114,43,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1883908,1883944,36,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1884083,1884147,64,"+","chr5","+",1881372,1884371,"chr5",1880000,1890000,"ENST00000755143.1","IRX4-AS1"
"chr5",1882086,1882110,24,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882324,1882357,33,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882438,1882472,34,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882575,1882624,49,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1882656,1882702,46,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1883071,1883114,43,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1883908,1883944,36,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1884083,1884147,64,"+","chr5","+",1881816,1884815,"chr5",1880000,1890000,"ENST00000506335.3","IRX4-AS1"
"chr5",1886046,1886080,34,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886317,1886364,47,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886402,1886423,21,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1886900,1886941,41,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887005,1887050,45,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887366,1887428,62,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887950,1887985,35,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1887997,1888038,41,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",1888320,1888359,39,"+","chr5","+",1885332,1888331,"chr5",1880000,1890000,"ENST00000514569.1","CTD-2194D22.4"
"chr5",2750921,2750962,41,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750131,2753130,"chr5",2750000,2760000,"ENST00000649739.1","IRX2-DT"
"chr5",2750921,2750962,41,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750148,2753147,"chr5",2750000,2760000,"ENST00000647681.1","IRX2-DT"
"chr5",2750921,2750962,41,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000503940.5","IRX2-DT"
"chr5",2750921,2750962,41,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000505106.5","IRX2-DT"
"chr5",2750921,2750962,41,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750228,2753227,"chr5",2750000,2760000,"ENST00000650439.1","IRX2-DT"
"chr5",2750921,2750962,41,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751402,2751433,31,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751491,2751511,20,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751555,2751589,34,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751637,2751684,47,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2751809,2751852,43,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2752252,2752286,34,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2752775,2752820,45,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2752932,2752964,32,"+","chr5","+",2750265,2753264,"chr5",2750000,2760000,"ENST00000397835.4","IRX2-DT"
"chr5",2754748,2754787,39,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2755121,2755172,51,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2755225,2755260,35,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2755624,2755657,33,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2756019,2756048,29,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",2757099,2757125,26,"+","chr5","+",2754465,2757464,"chr5",2750000,2760000,"ENST00000686967.3","ENSG00000289075"
"chr5",3594371,3594424,53,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3594853,3594883,30,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595025,3595063,38,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595289,3595323,34,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3595688,3595803,115,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596149,3596184,35,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596224,3596259,35,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596429,3596458,29,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596504,3596534,30,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596540,3596572,32,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596607,3596627,20,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",3596700,3596740,40,"+","chr5","+",3593832,3596831,"chr5",3590000,3600000,"ENST00000302006.4","IRX1"
"chr5",42992655,42992694,39,"+","chr5","+",42991789,42994788,"chr5",42980000,43040000,"ENST00000772838.1","ENSG00000286656"
"chr5",50968655,50968687,32,"+","chr5","+",50967338,50970337,"chr5",50960000,50970000,"ENST00000508923.3","ENSG00000248918"
"chr5",50969600,50969630,30,"+","chr5","+",50967338,50970337,"chr5",50960000,50970000,"ENST00000508923.3","ENSG00000248918"
